1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.000000 0.577330 0.503568 0.439169 0.391652 0.356855 0.330621 0.310172 0.293769 0.280312 0.269077 0.259572 0.251444 0.244437 0.238359 0.233062 0.228430 0.224371 0.220813 0.217694 0.214965 0.212586 0.210521 0.208743 0.207226 0.205952 0.204900 0.204058 0.203412 0.202952 0.202668 0.202553 0.202600 0.202803 0.203160 0.203665 0.204316 0.205111 0.206050 0.207130 0.208352 0.209716 0.211222 0.212872 0.214668 0.216610 0.218701 0.220944 0.223341 0.225895 0.228610 0.231487 0.234531 0.237744 0.241131 0.244693 0.248435 0.252358 0.256465 0.260759 0.265239 0.269908 0.274764 0.279806 0.285032 0.290438 0.296017 0.301762 0.307662 0.313704 0.319873 0.326147 0.332504 0.338913 0.345342 0.351749 0.358086 0.364297 0.370318 0.376072 0.381471 0.386410 0.390770 0.394409 0.397162 0.398832 0.399187 0.397947 0.394769 0.389232 0.380804 0.368807 0.352372 0.330414 0.301694 0.265153 0.220751 0.170928 0.122050 0.084678 0.000000 
1.000000 0.760045 0.730655 0.687614 0.644194 0.605391 0.572151 0.543995 0.520110 0.499723 0.482193 0.467011 0.453778 0.442183 0.431978 0.422964 0.414982 0.407902 0.401616 0.396034 0.391082 0.386697 0.382825 0.379420 0.376445 0.373864 0.371649 0.369775 0.368220 0.366966 0.365995 0.365294 0.364851 0.364655 0.364696 0.364967 0.365460 0.366171 0.367094 0.368225 0.369561 0.371099 0.372836 0.374770 0.376901 0.379226 0.381745 0.384457 0.387361 0.390455 0.393740 0.397214 0.400875 0.404721 0.408751 0.412960 0.417344 0.421900 0.426620 0.431498 0.436525 0.441689 0.446980 0.452381 0.457876 0.463445 0.469064 0.474707 0.480345 0.485941 0.491458 0.496850 0.502067 0.507054 0.511747 0.516076 0.519963 0.523319 0.526048 0.528042 0.529180 0.529329 0.528339 0.526045 0.522261 0.516775 0.509351 0.499717 0.487563 0.472531 0.454208 0.432125 0.405770 0.374639 0.338350 0.296883 0.250959 0.202569 0.155548 0.116042 0.000000 
1.000000 0.829731 0.823607 0.806167 0.781859 0.755105 0.728597 0.703656 0.680793 0.660102 0.641488 0.624780 0.609786 0.596324 0.584224 0.573338 0.563537 0.554707 0.546750 0.539582 0.533129 0.527328 0.522123 0.517465 0.513312 0.509626 0.506374 0.503528 0.501061 0.498951 0.497177 0.495723 0.494571 0.493707 0.493120 0.492797 0.492728 0.492905 0.493319 0.493962 0.494828 0.495910 0.497202 0.498699 0.500396 0.502287 0.504368 0.506632 0.509076 0.511692 0.514475 0.517420 0.520517 0.523760 0.527140 0.530648 0.534271 0.537999 0.541817 0.545710 0.549661 0.553650 0.557656 0.561655 0.565620 0.569522 0.573326 0.576998 0.580497 0.583778 0.586795 0.589493 0.591816 0.593700 0.595078 0.595875 0.596012 0.595401 0.593949 0.591555 0.588109 0.583491 0.577574 0.570215 0.561261 0.550543 0.537874 0.523047 0.505834 0.485983 0.463221 0.437263 0.407841 0.374749 0.337938 0.297665 0.254704 0.210617 0.168057 0.131071 0.000000 
1.000000 0.861549 0.862885 0.859108 0.849586 0.835869 0.819743 0.802604 0.785383 0.768651 0.752723 0.737756 0.723809 0.710883 0.698946 0.687950 0.677838 0.668554 0.660040 0.652241 0.645107 0.638591 0.632649 0.627243 0.622337 0.617897 0.613896 0.610305 0.607100 0.604260 0.601764 0.599594 0.597733 0.596166 0.594878 0.593858 0.593092 0.592571 0.592282 0.592218 0.592367 0.592723 0.593275 0.594016 0.594937 0.596030 0.597287 0.598698 0.600256 0.601950 0.603771 0.605709 0.607751 0.609887 0.612102 0.614384 0.616716 0.619081 0.621462 0.623837 0.626187 0.628486 0.630709 0.632827 0.634812 0.636628 0.638241 0.639613 0.640700 0.641460 0.641844 0.641800 0.641274 0.640207 0.638536 0.636195 0.633113 0.629214 0.624418 0.618639 0.611785 0.603757 0.594451 0.583753 0.571539 0.557675 0.542016 0.524404 0.504669 0.482630 0.458102 0.430912 0.400917 0.368051 0.332392 0.294256 0.254343 0.213916 0.175039 0.140856 0.000000 
1.000000 0.878291 0.881033 0.882509 0.880884 0.875975 0.868363 0.858825 0.848079 0.836697 0.825102 0.813590 0.802364 0.791553 0.781235 0.771455 0.762231 0.753568 0.745458 0.737886 0.730833 0.724279 0.718201 0.712577 0.707385 0.702602 0.698208 0.694184 0.690510 0.687169 0.684144 0.681419 0.678980 0.676812 0.674902 0.673238 0.671807 0.670599 0.669602 0.668805 0.668199 0.667773 0.667517 0.667422 0.667476 0.667671 0.667995 0.668438 0.668989 0.669637 0.670368 0.671171 0.672031 0.672935 0.673867 0.674810 0.675747 0.676658 0.677525 0.678324 0.679033 0.679626 0.680077 0.680358 0.680438 0.680283 0.679861 0.679133 0.678061 0.676602 0.674714 0.672350 0.669460 0.665993 0.661893 0.657104 0.651565 0.645210 0.637972 0.629778 0.620551 0.610210 0.598666 0.585825 0.571585 0.555838 0.538466 0.519344 0.498343 0.475332 0.450183 0.422792 0.393091 0.361087 0.326906 0.290868 0.253588 0.216126 0.180207 0.148504 0.000000 
1.000000 0.887978 0.890404 0.893198 0.894827 0.894570 0.892312 0.888269 0.882791 0.876242 0.868956 0.861209 0.853222 0.845168 0.837175 0.829337 0.821722 0.814378 0.807336 0.800615 0.794228 0.788176 0.782461 0.777077 0.772019 0.767276 0.762840 0.758700 0.754845 0.751264 0.747946 0.744879 0.742052 0.739454 0.737075 0.734903 0.732929 0.731142 0.729532 0.728088 0.726800 0.725659 0.724654 0.723775 0.723011 0.722351 0.721784 0.721299 0.720884 0.720526 0.720212 0.719929 0.719661 0.719394 0.719111 0.718795 0.718429 0.717992 0.717464 0.716824 0.716049 0.715114 0.713994 0.712660 0.711085 0.709238 0.707087 0.704598 0.701735 0.698461 0.694737 0.690521 0.685770 0.680440 0.674481 0.667844 0.660477 0.652322 0.643322 0.633415 0.622533 0.610606 0.597559 0.583312 0.567778 0.550866 0.532482 0.512525 0.490896 0.467499 0.442250 0.415089 0.385996 0.355016 0.322295 0.288136 0.253084 0.218057 0.184558 0.154962 0.000000 
1.000000 0.893877 0.895707 0.898381 0.900910 0.902609 0.903126 0.902373 0.900421 0.897425 0.893572 0.889048 0.884024 0.878650 0.873051 0.867331 0.861573 0.855844 0.850196 0.844668 0.839291 0.834087 0.829071 0.824253 0.819641 0.815238 0.811043 0.807056 0.803273 0.799690 0.796303 0.793104 0.790088 0.787247 0.784574 0.782060 0.779698 0.777479 0.775396 0.773438 0.771598 0.769865 0.768230 0.766684 0.765217 0.763816 0.762473 0.761175 0.759910 0.758667 0.757431 0.756190 0.754928 0.753631 0.752283 0.750867 0.749366 0.747760 0.746030 0.744156 0.742115 0.739884 0.737441 0.734758 0.731810 0.728570 0.725006 0.721090 0.716789 0.712070 0.706897 0.701234 0.695043 0.688282 0.680911 0.672885 0.664156 0.654677 0.644394 0.633253 0.621196 0.608159 0.594079 0.578884 0.562502 0.544856 0.525867 0.505457 0.483550 0.460078 0.434987 0.408249 0.379872 0.349923 0.318554 0.286045 0.252883 0.219886 0.188398 0.160573 0.000000 
1.000000 0.897512 0.898838 0.901020 0.903483 0.905724 0.907395 0.908303 0.908377 0.907633 0.906137 0.903981 0.901268 0.898099 0.894570 0.890766 0.886764 0.882626 0.878410 0.874159 0.869912 0.865699 0.861546 0.857470 0.853488 0.849611 0.845846 0.842200 0.838676 0.835275 0.831998 0.828843 0.825808 0.822890 0.820084 0.817385 0.814789 0.812289 0.809879 0.807552 0.805300 0.803116 0.800991 0.798916 0.796883 0.794882 0.792902 0.790933 0.788963 0.786982 0.784976 0.782933 0.780839 0.778679 0.776439 0.774102 0.771653 0.769073 0.766344 0.763448 0.760363 0.757069 0.753543 0.749762 0.745703 0.741340 0.736646 0.731594 0.726154 0.720298 0.713992 0.707205 0.699902 0.692046 0.683600 0.674523 0.664775 0.654310 0.643082 0.631042 0.618137 0.604312 0.589509 0.573668 0.556726 0.538618 0.519282 0.498653 0.476677 0.453306 0.428509 0.402279 0.374642 0.345677 0.315531 0.284465 0.252921 0.221636 0.191837 0.165501 0.000000 
1.000000 0.899682 0.900642 0.902333 0.904427 0.906594 0.908560 0.910133 0.911197 0.911697 0.911627 0.911014 0.909900 0.908341 0.906396 0.904122 0.901577 0.898811 0.895871 0.892798 0.889628 0.886392 0.883118 0.879826 0.876537 0.873265 0.870023 0.866820 0.863664 0.860561 0.857514 0.854526 0.851598 0.848730 0.845920 0.843166 0.840465 0.837814 0.835208 0.832642 0.830110 0.827607 0.825124 0.822656 0.820193 0.817728 0.815251 0.812753 0.810224 0.807653 0.805028 0.802338 0.799571 0.796712 0.793748 0.790664 0.787446 0.784077 0.780539 0.776816 0.772889 0.768738 0.764344 0.759685 0.754739 0.749484 0.743894 0.737946 0.731612 0.724866 0.717679 0.710021 0.701860 0.693163 0.683897 0.674024 0.663507 0.652304 0.640375 0.627673 0.614152 0.599764 0.584456 0.568176 0.550871 0.532486 0.512971 0.492276 0.470361 0.447196 0.422764 0.397074 0.370164 0.342114 0.313068 0.283268 0.253116 0.223291 0.194920 0.169844 0.000000 
