x 			 u
0.0 	 0.000000
1.0 	 0.000000
2.0 	 0.000000
3.0 	 0.000000
4.0 	 0.000000
5.0 	 0.000000
6.0 	 0.000000
7.0 	 0.000000
8.0 	 0.000000
9.0 	 0.000000
10.0 	 0.000000
11.0 	 0.000000
12.0 	 0.000000
13.0 	 0.000000
14.0 	 0.000000
15.0 	 0.000000
16.0 	 0.000000
17.0 	 0.000000
18.0 	 0.000000
19.0 	 0.000000
20.0 	 0.500000
21.0 	 1.000000
22.0 	 1.000000
23.0 	 1.000000
24.0 	 1.000000
25.0 	 1.000000
26.0 	 1.000000
27.0 	 1.000000
28.0 	 1.000000
29.0 	 1.000000
30.0 	 1.000000
31.0 	 1.000000
32.0 	 1.000000
33.0 	 1.000000
34.0 	 1.000000
35.0 	 1.000000
36.0 	 1.000000
37.0 	 1.000000
38.0 	 1.000000
39.0 	 1.000000
40.0 	 1.000000
