0	17.39155203
1	9.41121640
2	6.66819219
3	5.24942007
4	4.36939598
5	3.76440462
6	3.32004410
7	2.97822400
8	2.70613993
9	2.48378879
10	2.29824199
11	2.14075195
12	2.00517695
13	1.88707114
14	1.78313259
15	1.69085478
16	1.60829875
17	1.53393972
18	1.46656118
19	1.40518000
20	1.34899255
21	1.29733512
22	1.24965443
23	1.20548534
24	1.16443378
25	1.12616345
26	1.09038550
27	1.05685026
28	1.02534069
29	0.99566711
30	0.96766289
31	0.94118096
32	0.91609096
33	0.89227681
34	0.86963479
35	0.84807191
36	0.82750445
37	0.80785690
38	0.78906092
39	0.77105451
40	0.75378132
41	0.73719001
42	0.72123376
43	0.70586976
44	0.69105885
45	0.67676517
46	0.66295582
47	0.64960061
48	0.63667181
49	0.62414394
50	0.61199355
51	0.60019906
52	0.58874063
53	0.57759993
54	0.56676011
55	0.55620559
56	0.54592203
57	0.53589615
58	0.52611571
59	0.51656937
60	0.50724665
61	0.49813784
62	0.48923393
63	0.48052656
64	0.47200799
65	0.46367100
66	0.45550887
67	0.44751535
68	0.43968458
69	0.43201112
70	0.42448986
71	0.41711601
72	0.40988507
73	0.40279283
74	0.39583531
75	0.38900874
76	0.38230960
77	0.37573453
78	0.36928035
79	0.36294404
80	0.35672273
81	0.35061370
82	0.34461432
83	0.33872211
84	0.33293468
85	0.32724975
86	0.32166511
87	0.31617866
88	0.31078835
89	0.30549224
90	0.30028841
91	0.29517506
92	0.29015040
93	0.28521271
94	0.28036034
95	0.27559166
96	0.27090511
97	0.26629915
98	0.26177231
99	0.25732313
100	0.25295020
101	0.24865214
102	0.24442760
103	0.24027528
104	0.23619389
105	0.23218217
106	0.22823889
107	0.22436285
108	0.22055287
109	0.21680781
110	0.21312653
111	0.20950792
112	0.20595090
113	0.20245440
114	0.19901738
115	0.19563882
116	0.19231771
117	0.18905306
118	0.18584391
119	0.18268931
120	0.17958831
121	0.17654001
122	0.17354351
123	0.17059792
124	0.16770237
125	0.16485601
126	0.16205800
127	0.15930752
128	0.15660376
129	0.15394592
130	0.15133322
131	0.14876490
132	0.14624020
133	0.14375837
134	0.14131869
135	0.13892045
136	0.13656293
137	0.13424545
138	0.13196732
139	0.12972789
140	0.12752648
141	0.12536245
142	0.12323517
143	0.12114402
144	0.11908837
145	0.11706763
146	0.11508121
147	0.11312851
148	0.11120898
149	0.10932204
150	0.10746713
151	0.10564373
152	0.10385129
153	0.10208928
154	0.10035719
155	0.09865451
156	0.09698074
157	0.09533538
158	0.09371797
159	0.09212801
160	0.09056505
161	0.08902863
162	0.08751829
163	0.08603359
164	0.08457410
165	0.08313938
166	0.08172903
167	0.08034261
168	0.07897973
169	0.07763999
170	0.07632299
171	0.07502835
172	0.07375568
173	0.07250462
174	0.07127479
175	0.07006584
176	0.06887741
177	0.06770915
178	0.06656072
179	0.06543178
180	0.06432200
181	0.06323106
182	0.06215863
183	0.06110440
184	0.06006807
185	0.05904932
186	0.05804786
187	0.05706340
188	0.05609564
189	0.05514431
190	0.05420912
191	0.05328980
192	0.05238608
193	0.05149769
194	0.05062438
195	0.04976588
196	0.04892196
197	0.04809235
198	0.04727681
199	0.04647512
200	0.04568702
201	0.04491230
202	0.04415072
203	0.04340206
204	0.04266611
205	0.04194263
206	0.04123143
207	0.04053230
208	0.03984503
209	0.03916941
210	0.03850526
211	0.03785237
212	0.03721056
213	0.03657963
214	0.03595941
215	0.03534971
216	0.03475035
217	0.03416115
218	0.03358195
219	0.03301257
220	0.03245285
221	0.03190263
222	0.03136173
223	0.03083001
224	0.03030731
225	0.02979347
226	0.02928835
227	0.02879179
228	0.02830366
229	0.02782380
230	0.02735208
231	0.02688836
232	0.02643251
233	0.02598439
234	0.02554386
235	0.02511081
236	0.02468510
237	0.02426661
238	0.02385521
239	0.02345079
240	0.02305323
241	0.02266241
242	0.02227822
243	0.02190054
244	0.02152927
245	0.02116429
246	0.02080550
247	0.02045280
248	0.02010607
249	0.01976523
250	0.01943016
251	0.01910078
252	0.01877698
253	0.01845867
254	0.01814575
255	0.01783815
256	0.01753575
257	0.01723849
258	0.01694626
259	0.01665899
260	0.01637659
261	0.01609898
262	0.01582608
263	0.01555780
264	0.01529407
265	0.01503481
266	0.01477995
267	0.01452941
268	0.01428311
269	0.01404099
270	0.01380298
271	0.01356900
272	0.01333899
273	0.01311287
274	0.01289060
275	0.01267208
276	0.01245728
277	0.01224611
278	0.01203853
279	0.01183446
280	0.01163386
281	0.01143665
282	0.01124279
283	0.01105221
284	0.01086487
285	0.01068070
286	0.01049965
287	0.01032167
288	0.01014671
289	0.00997472
290	0.00980564
291	0.00963943
292	0.00947603
293	0.00931541
294	0.00915750
295	0.00900228
296	0.00884968
297	0.00869968
298	0.00855221
299	0.00840725
300	0.00826474
301	0.00812465
302	0.00798693
303	0.00785155
304	0.00771846
305	0.00758763
306	0.00745902
307	0.00733258
308	0.00720829
309	0.00708611
310	0.00696600
311	0.00684792
312	0.00673185
313	0.00661774
314	0.00650557
315	0.00639529
316	0.00628689
317	0.00618033
318	0.00607557
319	0.00597259
320	0.00587135
321	0.00577183
322	0.00567400
323	0.00557782
324	0.00548328
325	0.00539033
326	0.00529897
327	0.00520915
328	0.00512085
329	0.00503405
330	0.00494872
331	0.00486484
332	0.00478238
333	0.00470132
334	0.00462163
335	0.00454330
336	0.00446629
337	0.00439058
338	0.00431616
339	0.00424300
340	0.00417108
341	0.00410038
342	0.00403088
343	0.00396256
344	0.00389539
345	0.00382937
346	0.00376446
347	0.00370065
348	0.00363792
349	0.00357626
